"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"416","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","[1,8.06]","(44.34,170]","[1,9.82]"
"417","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"418","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"419","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"420","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"421","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"422","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"423","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"424","(74.3,552]","(24.8,389]","(24.8,167]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"425","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"426","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"427","(39.52,74.3]","[1,15.1]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"428","(74.3,552]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"429","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"430","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"431","(39.52,74.3]","[1,15.1]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"432","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"433","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(178,843]","[1,18.88]","[1,15.32]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"434","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(44.34,170]","(9.82,35.9]"
"435","(74.3,552]","(24.8,389]","[1,10.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"436","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"437","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"438","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"439","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"440","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"441","(74.3,552]","(15.1,24.8]","(24.8,167]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"442","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"443","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"444","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"445","(39.52,74.3]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"446","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"447","(74.3,552]","(24.8,389]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"448","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"449","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"450","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"451","(74.3,552]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"452","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"453","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(547,4491]","[1,8.06]","(25,44.34]","(35.9,343]"
"454","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"455","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"456","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"457","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"458","(39.52,74.3]","(24.8,389]","[1,10.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"459","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"460","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"461","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"462","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"463","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","(44.34,170]","(35.9,343]"
"464","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"465","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"466","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"467","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"468","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"469","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"470","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"471","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"472","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"473","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"474","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"475","(74.3,552]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"476","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"477","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"478","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"479","(39.52,74.3]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"480","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"481","(74.3,552]","(24.8,389]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"482","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"483","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"484","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(44.34,170]","(9.82,35.9]"
"485","[1.61,39.52]","(15.1,24.8]","(24.8,167]","(178,843]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","[1,9.82]"
"486","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"487","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","[1,9.82]"
"488","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"489","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","(44.34,170]","[1,9.82]"
"490","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(178,843]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","[1,9.82]"
"491","(74.3,552]","(15.1,24.8]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"492","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(178,843]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"493","(74.3,552]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"494","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","[1,9.82]"
"495","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"496","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"497","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"498","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"499","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","[1,8.06]","[1.53,25]","[1,9.82]"
"500","(39.52,74.3]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"501","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"502","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"503","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"504","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"505","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(178,843]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","[1.95,192.2]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"506","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"507","(39.52,74.3]","(24.8,389]","[1,10.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"508","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"509","(39.52,74.3]","(15.1,24.8]","(24.8,167]","(23.3,178]","(45.3,764]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"510","[1.61,39.52]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","[1.95,192.2]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"511","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(8.06,16.58]","[1.53,25]","(35.9,343]"
"512","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"513","[1.61,39.52]","(24.8,389]","[1,10.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"514","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"515","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"516","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"517","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(9.82,35.9]"
"518","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","[1,18.88]","[1,15.32]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(9.82,35.9]"
"519","(39.52,74.3]","(24.8,389]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"520","[1.61,39.52]","[1,15.1]","(24.8,167]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"521","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"522","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"523","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"524","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"525","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","[1,9.82]"
"526","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
"527","[1.61,39.52]","[1,15.1]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"528","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"529","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"530","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(39.6,3555]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"531","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"532","[1.61,39.52]","[1,15.1]","(24.8,167]","(178,843]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"533","(39.52,74.3]","(24.8,389]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","[1,9.82]"
"534","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"535","(74.3,552]","(24.8,389]","(24.8,167]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"536","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","[1.7,23.5]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"537","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","(44.34,170]","[1,9.82]"
"538","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(45.3,764]","(15.32,25.3]","[1.7,23.5]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"539","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(178,843]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"540","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"541","[1.61,39.52]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(39.6,3555]","[1.95,192.2]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"542","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"543","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"544","(39.52,74.3]","(24.8,389]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","[1,9.82]"
"545","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","(23.5,39.6]","[1.95,192.2]","(16.58,106]","(44.34,170]","(35.9,343]"
"546","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"547","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(44.34,170]","[1,9.82]"
"548","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"549","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"550","[1.61,39.52]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","(25.3,2571]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"551","[1.61,39.52]","(15.1,24.8]","[1,10.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"552","(74.3,552]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"553","[1.61,39.52]","[1,15.1]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
