"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk","INT"
"5053","2","2","1","1","2","1","1","1","2","1","2","0"
"5054","2","1","1","1","2","2","1","2","2","2","1","0"
"5055","2","1","1","1","3","2","1","2","2","1","1","0"
"5056","3","2","1","1","2","2","1","2","2","2","1","0"
"5057","1","1","1","1","1","2","1","2","2","1","1","0"
"5058","2","2","1","1","3","2","1","1","2","1","2","0"
"5059","2","2","1","1","3","2","1","2","1","1","2","0"
"5060","1","1","1","1","2","2","1","2","2","1","1","0"
"5061","1","1","1","1","2","2","1","1","2","2","1","0"
"5062","2","1","1","1","3","2","1","2","2","1","2","0"
"5063","1","1","1","1","3","2","1","2","2","1","1","0"
"5064","2","1","2","1","2","2","1","2","2","2","1","0"
"5065","2","1","1","1","3","2","1","2","2","1","1","0"
"5066","1","1","1","2","3","2","1","2","2","1","1","0"
"5067","2","2","1","1","3","1","1","1","2","1","2","0"
"5068","2","2","2","1","2","3","2","2","2","1","2","0"
"5069","2","2","1","1","2","2","1","2","2","1","2","0"
"5070","2","1","1","1","3","2","1","2","2","1","1","0"
"5071","2","2","1","1","2","2","1","2","2","2","1","0"
"5072","3","2","1","1","2","2","1","2","2","1","1","0"
"5073","3","2","1","1","1","2","1","2","2","1","2","0"
"5074","2","2","1","1","2","2","1","2","2","1","1","0"
"5075","1","1","2","1","2","2","1","2","2","2","1","0"
"5076","1","1","1","1","3","2","1","2","1","1","2","0"
"5077","1","2","1","1","3","2","1","2","2","1","1","0"
"5078","1","2","1","1","2","2","1","2","2","2","2","0"
"5079","2","2","1","1","3","3","2","2","2","1","1","0"
"5080","1","1","1","1","2","2","1","2","2","1","1","0"
"5081","2","2","1","1","2","2","1","2","2","1","1","0"
"5082","1","1","1","1","3","2","1","2","2","1","2","0"
"5083","2","1","1","1","3","2","1","2","2","1","1","0"
"5084","2","2","1","1","3","2","1","2","2","1","2","0"
"5085","2","2","1","1","1","2","1","2","1","1","2","0"
"5086","1","1","1","1","2","2","1","2","2","1","1","0"
"5087","2","2","1","1","3","2","1","2","2","1","1","0"
"5088","2","1","1","1","3","3","2","2","2","1","2","0"
"5089","1","1","1","1","2","2","1","2","2","1","1","0"
"5090","2","1","1","1","2","2","1","2","2","1","2","0"
"5091","1","1","1","1","3","2","1","2","2","1","1","0"
"5092","1","1","1","1","1","2","1","2","1","1","2","0"
"5093","2","2","1","1","1","3","2","2","2","1","1","0"
"5094","2","2","1","1","3","2","1","2","2","2","2","0"
"5095","1","2","1","1","3","2","1","2","1","1","2","0"
"5096","1","1","1","1","3","2","1","2","1","1","1","0"
"5097","1","1","1","1","2","2","1","2","2","1","1","0"
"5098","2","2","1","1","3","2","1","2","1","1","2","0"
"5099","2","2","1","1","3","2","1","2","2","1","1","0"
"5100","1","1","1","1","3","1","1","1","2","1","1","0"
"5101","2","2","1","1","2","2","1","2","2","2","1","0"
"5102","1","2","1","1","1","2","1","2","2","2","1","0"
"5103","1","1","1","1","3","2","1","2","2","2","1","0"
"5104","1","1","1","1","3","2","1","2","1","1","2","0"
"5105","1","1","1","1","3","2","1","2","2","1","2","0"
"5106","1","2","1","1","3","2","1","2","2","2","2","0"
"5107","2","1","1","1","3","2","1","2","2","1","1","0"
"5108","2","2","1","1","2","3","2","2","1","1","1","0"
"5109","1","1","1","1","2","2","1","2","2","2","1","0"
"5110","1","1","1","2","3","2","1","2","2","1","2","0"
"5111","1","1","1","1","1","2","2","2","2","1","1","0"
"5112","1","1","1","1","1","2","1","2","2","1","2","0"
"5113","1","1","1","1","3","2","1","2","2","2","2","0"
"5114","3","2","1","1","2","2","1","2","1","2","1","0"
"5115","2","2","1","1","3","2","1","2","2","2","2","0"
"5116","1","1","1","1","2","2","1","2","2","1","1","0"
"5117","2","2","1","1","2","2","1","2","2","1","1","0"
"5118","1","2","1","1","2","2","1","2","1","1","2","0"
"5119","2","2","1","1","3","2","2","2","2","1","2","0"
"5120","2","2","1","1","3","2","1","2","2","1","1","0"
"5121","1","1","1","1","3","3","2","2","1","1","2","0"
"5122","1","2","1","1","3","2","1","2","2","1","1","0"
"5123","1","1","1","1","1","2","1","2","2","1","1","0"
"5124","3","2","1","1","1","2","1","2","2","1","2","0"
"5125","2","2","1","1","3","2","1","2","2","1","1","0"
"5126","2","1","1","1","3","2","1","2","2","1","1","0"
"5127","2","2","1","1","3","1","1","2","2","1","1","0"
"5128","2","2","1","2","2","2","1","2","1","1","1","0"
"5129","1","1","1","1","2","1","1","2","2","1","1","0"
"5130","1","1","1","1","3","2","1","2","2","1","1","0"
"5131","1","1","1","1","3","3","2","2","2","1","1","0"
"5132","1","1","1","1","1","2","1","2","2","1","1","0"
"5133","1","2","1","1","2","2","1","2","2","2","1","0"
"5134","1","1","1","1","1","2","1","1","2","1","1","0"
"5135","2","2","1","1","2","2","1","2","2","1","1","0"
"5136","1","1","1","1","2","1","1","2","2","1","1","0"
"5137","2","1","1","1","2","2","1","2","1","1","2","0"
"5138","1","1","1","1","3","3","2","2","2","1","2","0"
"5139","2","2","1","1","2","3","2","2","2","1","1","0"
"5140","2","2","1","1","2","2","1","2","2","1","1","0"
"5141","2","1","1","1","2","2","2","2","1","1","2","0"
"5142","1","2","1","1","2","1","1","2","2","1","2","0"
"5143","1","1","1","1","3","2","1","2","2","1","2","0"
"5144","2","2","1","1","3","2","1","2","1","2","1","0"
"5145","1","2","1","1","3","2","1","2","2","1","1","0"
"5146","2","2","1","1","2","2","1","2","2","1","1","0"
"5147","1","1","1","1","1","2","1","2","2","1","1","0"
"5148","2","2","1","1","2","1","1","1","2","1","1","0"
"5149","1","1","1","2","3","2","1","2","2","1","1","0"
"5150","1","2","1","1","1","2","1","2","2","1","1","0"
"5151","1","1","1","1","2","2","1","2","2","2","1","0"
"5152","2","1","1","1","3","2","1","2","2","1","1","0"
"5153","2","2","1","1","1","2","1","2","2","1","1","0"
"5154","1","1","1","1","2","2","1","2","1","1","2","0"
"5155","1","1","1","1","2","2","1","2","2","2","1","0"
"5156","1","1","1","1","2","2","1","2","2","1","1","0"
"5157","2","1","1","1","3","3","2","2","2","1","2","0"
"5158","2","2","1","1","3","3","1","2","1","1","2","0"
"5159","2","2","2","1","2","2","1","2","2","1","2","0"
"5160","1","1","1","1","2","1","1","2","1","1","2","0"
"5161","1","1","1","1","3","2","1","2","2","1","1","0"
"5162","2","1","2","1","2","3","2","2","2","1","1","0"
"5163","2","2","1","1","2","2","1","2","2","2","2","0"
"5164","1","1","1","1","3","3","2","2","1","1","2","0"
"5165","1","1","1","1","2","2","1","2","2","1","2","0"
"5166","1","2","1","1","3","2","1","2","2","2","1","0"
"5167","1","2","1","1","2","2","1","2","2","1","2","0"
"5168","2","2","1","1","2","2","1","2","2","1","1","0"
"5169","1","1","1","1","3","2","2","2","2","2","1","0"
"5170","2","2","1","1","2","2","1","2","2","1","2","0"
"5171","1","2","1","1","3","2","1","2","2","2","1","0"
"5172","1","2","1","1","2","2","1","2","2","1","1","0"
"5173","3","2","1","1","2","2","1","2","2","1","1","0"
"5174","2","2","1","1","2","2","1","2","1","1","2","0"
"5175","2","2","1","1","3","2","1","2","1","1","2","0"
"5176","1","1","1","1","3","2","1","2","2","1","1","0"
"5177","2","2","1","1","3","2","1","2","2","1","1","0"
"5178","1","1","1","1","2","2","1","2","2","1","1","0"
"5179","1","1","1","1","2","2","1","2","1","1","2","0"
"5180","1","1","1","1","3","2","1","2","2","1","1","0"
"5181","1","1","1","1","1","2","1","2","2","1","2","0"
"5182","1","1","1","1","3","1","1","2","2","1","1","0"
"5183","2","2","1","1","1","2","1","2","1","1","2","0"
"5184","2","1","1","1","1","2","1","2","2","1","2","0"
"5185","1","1","1","1","2","2","1","2","2","1","1","0"
"5186","1","1","1","1","2","2","1","2","2","2","1","0"
"5187","1","1","1","1","2","2","1","2","2","1","1","0"
"5188","2","2","1","1","1","2","1","2","2","1","1","0"
"5189","1","1","1","1","2","2","1","2","2","1","1","0"
"5190","1","1","1","1","2","2","1","2","2","1","1","0"
"5191","2","1","1","1","2","2","1","2","1","1","1","0"
"5192","1","1","1","1","2","1","1","1","2","1","1","0"
"5193","1","2","1","1","1","2","1","2","2","1","1","0"
"5194","2","1","1","1","2","2","2","2","2","1","1","0"
"5195","2","2","1","1","3","3","2","2","2","1","1","0"
"5196","1","1","1","1","2","1","2","2","2","1","1","0"
"5197","2","1","1","1","1","2","1","2","1","1","1","0"
"5198","2","2","1","1","3","1","1","2","2","1","1","0"
"5199","1","2","1","1","2","2","2","2","2","1","1","0"
"5200","3","2","1","1","3","1","1","2","2","1","1","0"
"5201","2","2","1","1","1","2","1","2","2","1","1","0"
"5202","2","2","1","1","1","2","1","2","2","1","1","0"
"5203","1","1","1","2","3","2","1","2","2","1","1","0"
"5204","2","2","1","1","1","2","1","2","2","1","1","0"
"5205","2","2","1","1","1","2","1","2","2","1","1","0"
"5206","2","2","1","1","3","2","1","2","2","1","1","0"
"5207","1","2","1","2","3","2","1","2","2","1","1","0"
"5208","3","2","1","1","2","3","2","2","2","1","1","0"
"5209","1","1","1","1","3","2","1","2","2","1","1","0"
"5210","1","1","1","1","2","2","1","2","1","1","2","0"
"5211","2","2","1","1","3","2","1","2","2","1","1","0"
"5212","1","1","1","1","3","2","1","2","2","1","1","0"
"5213","1","1","1","1","2","2","1","2","2","1","1","0"
"5214","1","1","1","1","1","2","1","2","1","1","2","0"
"5215","1","1","1","1","1","2","1","2","2","1","1","0"
"5216","1","2","1","1","2","2","1","2","1","1","1","0"
"5217","2","2","1","1","2","3","2","2","2","1","1","0"
"5218","2","2","1","1","2","2","1","2","2","1","1","0"
"5219","1","1","1","1","2","2","1","2","2","1","1","0"
"5220","2","2","1","1","2","2","1","2","2","1","1","0"
"5221","1","1","1","1","2","1","1","2","2","1","1","0"
"5222","1","1","1","1","2","3","2","2","2","1","1","0"
"5223","2","2","1","1","2","2","1","2","2","2","1","0"
"5224","1","1","1","1","2","2","1","2","2","1","1","0"
"5225","1","2","1","1","1","1","1","1","2","1","1","0"
"5226","2","2","1","1","3","2","1","2","2","1","1","0"
"5227","1","2","1","1","3","2","1","2","2","1","2","0"
"5228","2","2","1","1","2","2","2","2","1","1","2","0"
"5229","1","1","1","1","3","2","1","2","1","1","1","0"
"5230","1","1","1","1","2","2","1","2","2","1","2","0"
"5231","1","1","1","1","3","1","1","1","1","1","2","0"
"5232","1","1","1","1","1","2","1","2","2","1","1","0"
"5233","1","1","1","1","2","2","1","2","2","1","1","0"
"5234","1","1","1","1","2","2","1","2","2","1","1","0"
"5235","2","1","1","1","3","2","1","2","2","1","1","0"
"5236","1","1","1","1","2","2","1","1","1","1","1","0"
"5237","1","1","1","1","3","2","1","2","2","1","1","0"
"5238","1","1","1","1","1","3","2","2","2","1","1","0"
"5239","1","1","1","1","2","3","2","2","2","1","1","0"
"5240","1","2","1","1","1","2","1","2","2","1","1","0"
"5241","1","1","1","1","1","1","1","2","2","1","1","0"
"5242","2","2","1","1","3","2","1","2","2","1","1","0"
"5243","2","1","1","1","3","2","1","2","2","1","1","0"
"5244","1","1","1","1","3","2","1","2","1","1","1","0"
"5245","1","1","1","1","3","2","2","2","2","1","1","0"
"5246","1","1","1","1","1","2","1","2","2","1","1","0"
"5247","1","1","1","1","1","2","1","2","2","1","1","0"
"5248","1","1","1","1","3","1","1","2","2","1","1","0"
"5249","2","2","1","1","3","2","1","2","2","1","1","0"
"5250","1","1","1","1","2","2","1","2","2","1","1","0"
"5251","2","1","1","1","2","2","2","2","2","1","1","0"
"5252","2","2","1","1","1","2","1","2","2","1","1","0"
"5253","2","2","1","1","1","2","1","1","1","1","1","0"
"5254","2","1","1","1","2","2","1","2","2","1","1","0"
"5255","2","1","1","1","2","2","1","2","1","1","1","0"
"5256","2","2","1","1","2","2","1","2","2","1","1","0"
"5257","1","1","1","1","3","2","1","2","1","1","2","0"
"5258","1","1","1","1","2","2","1","2","2","1","1","0"
"5259","2","1","1","1","2","2","2","2","2","1","1","0"
"5260","1","1","1","1","1","2","1","2","2","1","1","0"
"5261","1","1","1","1","1","2","1","2","2","1","1","0"
"5262","1","1","1","1","2","2","1","2","1","1","2","0"
"5263","1","1","1","1","2","2","1","2","2","1","1","0"
"5264","1","1","1","2","2","2","1","2","2","1","1","0"
"5265","1","1","1","1","2","2","1","2","2","1","1","0"
"5266","1","1","1","1","3","1","1","2","2","1","1","0"
"5267","1","1","1","1","1","1","1","2","2","1","2","0"
"5268","1","1","1","2","3","2","1","2","1","1","1","0"
"5269","1","1","1","1","2","2","2","2","2","2","2","0"
"5270","1","1","1","1","1","2","1","2","2","1","1","0"
"5271","1","1","1","1","2","2","1","2","2","1","1","0"
"5272","2","2","1","1","3","2","1","2","2","1","1","0"
"5273","1","2","1","1","2","2","1","2","2","1","1","0"
"5274","1","2","1","1","1","3","1","2","2","1","1","0"
"5275","2","1","1","1","3","2","1","2","2","2","2","0"
"5276","2","2","1","1","2","2","1","2","2","1","1","0"
"5277","2","1","1","1","3","1","1","2","2","1","1","0"
"5278","1","1","1","1","2","2","1","2","1","1","1","0"
"5279","2","2","1","1","2","2","1","2","1","1","1","0"
"5280","1","1","1","1","3","3","1","2","2","1","1","0"
"5281","1","1","1","1","2","2","1","2","2","1","2","0"
"5282","2","2","1","1","2","1","1","2","2","1","2","0"
"5283","1","2","1","1","2","2","1","2","2","1","1","0"
"5284","2","2","1","1","2","2","1","2","2","1","1","0"
"5285","2","2","1","1","3","2","1","2","2","1","1","0"
"5286","1","1","1","1","1","2","1","2","2","1","1","0"
"5287","1","2","1","1","2","2","1","2","1","1","1","0"
"5288","1","1","1","1","3","1","1","2","1","1","2","0"
"5289","1","1","1","1","1","2","1","2","2","1","1","0"
"5290","1","1","1","1","2","2","1","2","2","1","1","0"
"5291","1","2","1","1","3","2","1","2","2","1","1","0"
"5292","2","2","1","1","3","2","2","2","2","2","1","0"
"5293","2","2","1","1","3","3","1","2","2","1","1","0"
"5294","1","1","1","1","3","2","1","2","2","1","1","0"
"5295","1","1","1","1","2","2","1","2","2","1","1","0"
"5296","1","1","1","1","3","1","1","2","2","2","1","0"
"5297","2","2","1","2","3","2","1","2","2","1","1","0"
"5298","2","2","1","1","3","2","1","2","2","1","1","0"
"5299","1","1","1","1","2","2","2","2","2","1","1","0"
"5300","1","1","1","1","2","2","1","2","2","1","1","0"
"5301","1","1","1","1","3","2","1","2","2","1","1","0"
"5302","1","1","1","1","2","2","1","2","2","1","1","0"
"5303","2","2","1","1","3","2","1","2","2","1","1","0"
"5304","1","1","1","1","1","2","1","2","2","1","1","0"
"5305","1","1","1","1","2","1","1","1","2","1","1","0"
"5306","1","1","2","1","3","2","1","1","2","1","1","0"
"5307","1","1","1","1","3","3","2","2","2","1","1","0"
"5308","1","1","2","1","3","2","1","2","2","1","1","0"
"5309","1","2","1","1","3","2","1","2","2","1","1","0"
"5310","2","2","1","1","3","1","1","2","2","1","1","0"
"5311","1","1","1","1","1","2","1","2","2","1","1","0"
"5312","1","2","1","1","3","1","1","1","2","1","1","0"
"5313","1","1","1","1","2","2","1","2","2","1","1","0"
"5314","1","1","1","1","1","3","2","2","2","2","2","0"
"5315","1","1","1","1","2","2","1","2","2","1","1","0"
"5316","2","1","1","1","3","2","1","2","2","2","1","0"
"5317","3","2","1","1","1","2","1","2","2","1","1","0"
"5318","2","1","2","1","2","2","1","2","2","1","2","0"
"5319","1","1","1","1","2","1","1","2","2","1","1","0"
"5320","1","1","1","1","3","3","1","2","2","1","1","0"
"5321","2","2","1","1","2","2","1","2","2","1","1","0"
"5322","1","2","1","1","3","2","1","2","2","1","2","0"
"5323","2","2","1","1","2","2","2","2","2","1","1","0"
"5324","1","1","1","1","3","2","1","2","1","1","2","0"
"5325","2","2","1","1","2","2","1","2","2","1","1","0"
"5326","3","2","1","1","1","2","1","2","2","1","1","0"
"5327","1","1","1","1","3","3","2","2","2","1","1","0"
"5328","1","2","1","1","2","2","1","2","2","1","1","0"
"5329","2","2","1","1","2","2","1","2","2","1","1","0"
"5330","2","2","1","1","2","2","1","2","2","1","1","0"
"5331","2","2","1","1","1","2","1","2","2","2","2","0"
"5332","1","1","1","1","2","2","1","2","2","1","1","0"
"5333","2","2","1","1","2","2","1","2","2","2","1","0"
"5334","2","2","1","1","2","2","1","2","1","1","1","0"
"5335","1","1","1","1","2","1","1","2","2","1","1","0"
"5336","1","2","1","1","3","3","2","2","1","1","1","0"
"5337","2","1","1","1","3","2","2","2","2","1","1","0"
"5338","1","1","1","1","2","2","1","2","2","1","1","0"
"5339","2","2","1","1","2","2","1","2","2","1","1","0"
"5340","1","2","1","1","1","2","1","2","1","1","1","0"
"5341","2","1","1","1","2","2","1","2","2","1","1","0"
"5342","2","1","1","1","1","1","1","1","2","1","1","0"
"5343","1","1","1","1","2","2","1","2","1","1","2","0"
"5344","2","2","2","1","2","2","2","2","2","1","1","0"
"5345","2","2","1","1","2","2","1","2","2","1","1","0"
"5346","1","1","1","1","3","1","1","2","2","1","1","0"
"5347","1","1","1","2","3","1","1","2","2","1","2","0"
"5348","1","1","1","1","3","2","2","2","2","1","1","0"
"5349","1","1","1","1","3","1","1","2","2","1","1","0"
"5350","1","2","1","1","2","1","1","2","2","1","1","0"
"5351","1","1","1","1","2","2","1","2","2","1","1","0"
"5352","2","2","2","1","3","1","1","2","1","1","1","0"
"5353","2","2","1","1","3","2","1","2","2","1","1","0"
"5354","2","2","1","1","2","2","1","2","2","1","1","0"
"5355","2","2","1","1","2","2","1","2","1","1","1","0"
"5356","1","1","1","1","3","2","1","2","2","1","1","0"
"5357","2","2","1","1","3","2","1","2","2","1","1","0"
"5358","2","1","1","1","3","2","1","2","2","2","2","0"
"5359","1","1","1","1","3","2","1","2","2","1","1","0"
"5360","1","2","1","1","3","2","1","2","1","1","2","0"
"5361","1","1","1","1","3","2","1","2","1","1","2","0"
"5362","2","2","1","1","2","2","1","2","2","1","1","0"
"5363","1","1","1","1","2","1","1","2","2","1","1","0"
"5364","1","1","1","2","3","2","1","2","2","2","2","0"
"5365","1","1","1","1","3","2","2","2","2","1","1","0"
"5366","1","1","1","2","3","2","1","2","2","1","1","0"
"5367","3","2","1","1","2","2","1","2","2","1","1","0"
"5368","1","1","1","1","1","2","1","2","2","1","1","0"
"5369","2","2","1","1","2","2","1","2","1","1","1","0"
"5370","3","2","1","1","2","2","1","2","2","1","1","0"
"5371","1","1","1","1","1","2","1","2","2","1","1","0"
"5372","1","1","1","1","2","1","1","1","1","2","1","0"
"5373","1","1","1","1","3","2","1","2","1","1","2","0"
"5374","1","1","1","1","3","2","1","2","2","1","1","0"
"5375","2","2","1","1","2","2","1","2","2","1","1","0"
"5376","2","1","1","1","2","2","1","2","2","1","1","0"
"5377","1","1","1","1","2","2","1","2","2","1","1","0"
"5378","2","2","1","1","2","2","1","2","1","1","2","0"
"5379","2","1","1","1","3","3","2","2","2","1","1","0"
"5380","2","2","1","1","3","2","1","2","1","1","1","0"
"5381","2","2","1","1","2","2","1","2","2","1","1","0"
"5382","2","2","1","1","3","2","1","2","2","1","1","0"
"5383","2","2","1","1","3","2","1","2","1","1","2","0"
"5384","1","1","1","1","2","2","2","2","1","1","2","0"
"5385","1","2","1","1","3","1","1","2","2","1","1","0"
"5386","2","2","1","1","2","2","1","2","2","1","1","0"
"5387","3","2","1","1","3","1","1","2","2","1","1","0"
"5388","1","1","1","1","2","2","1","2","2","1","1","0"
"5389","2","1","1","1","1","3","2","2","2","1","1","0"
"5390","2","2","1","1","1","2","1","2","2","2","1","0"
"5391","2","1","1","1","2","2","1","2","2","2","2","0"
"5392","1","1","1","1","2","2","1","2","2","1","1","0"
"5393","2","1","1","1","2","3","2","2","2","1","1","0"
"5394","2","2","1","1","3","1","1","2","2","1","1","0"
"5395","2","1","1","1","2","2","1","2","2","1","1","0"
"5396","1","1","1","1","2","2","1","2","2","1","1","0"
"5397","1","1","1","1","1","2","2","1","1","2","2","0"
"5398","1","1","1","1","2","2","1","2","2","1","1","0"
"5399","1","2","1","1","1","1","1","2","2","1","1","0"
"5400","2","2","1","1","2","2","1","2","2","2","1","0"
